ClienteID,Edad,Genero,Antiguedad_meses,Uso_mensual_GB,Plan,Soporte_contactado,Pago_puntual,Churn
1114,36.0,Masculino,40,0.13,Estándar,6.0,1,0
1115,21.0,Femenino,49,5.91,Estándar,9.0,1,0
1116,37.0,Femenino,1,13.98,Estándar,5.0,1,0
1117,60.0,Femenino,13,0.98,Básico,3.0,1,1
1118,58.0,Masculino,38,3.68,Básico,4.0,1,0
1119,41.0,Masculino,15,5.97,Premium,9.0,1,0
1120,37.0,Masculino,7,1.31,Básico,3.0,1,1
1121,61.0,Masculino,30,6.96,Básico,,1,0
1122,37.0,Femenino,24,10.13,Premium,3.0,1,0
1123,34.0,Masculino,8,,Básico,5.0,1,0
1124,51.0,Masculino,3,1.5,Básico,1.0,1,0
1125,19.0,Masculino,15,8.15,Básico,6.0,1,0
1126,39.0,Masculino,36,,Premium,8.0,1,0
1127,39.0,Femenino,41,1.55,Básico,9.0,1,0
1128,46.0,Masculino,43,0.92,Estándar,1.0,1,0
1129,33.0,Masculino,53,11.98,Estándar,6.0,1,0
1130,38.0,Masculino,14,2.78,Básico,1.0,1,0
1131,41.0,Masculino,27,10.04,Básico,8.0,1,0
1132,37.0,Masculino,30,0.87,Básico,0.0,1,0
1133,38.0,Femenino,41,7.28,Premium,3.0,1,1
1134,50.0,Masculino,44,0.58,Premium,1.0,1,0
1135,47.0,Masculino,37,0.09,Premium,0.0,1,0
1136,46.0,Femenino,53,26.54,Básico,1.0,1,0
1137,20.0,Masculino,57,0.38,Básico,9.0,1,0
1138,45.0,Femenino,6,,Estándar,5.0,1,0
1139,30.0,Femenino,19,10.53,Estándar,4.0,1,0
1140,64.0,Femenino,37,8.56,Estándar,0.0,1,1
1141,40.0,Femenino,1,3.19,Premium,2.0,1,0
1142,38.0,Femenino,25,4.72,Premium,9.0,1,0
1143,58.0,Femenino,10,4.97,Básico,5.0,1,1
1144,55.0,Masculino,46,0.58,Estándar,4.0,0,1
1145,37.0,Femenino,26,1.68,Estándar,5.0,0,0
1146,,Masculino,59,,Estándar,7.0,1,0
1147,19.0,Femenino,23,2.38,Estándar,5.0,1,1
1148,27.0,Masculino,17,1.6,Premium,4.0,1,0
1149,44.0,Femenino,30,1.45,Estándar,3.0,1,0
1150,38.0,Masculino,27,2.19,Básico,4.0,1,0
1151,29.0,Femenino,11,2.38,Básico,8.0,0,0
1152,35.0,Masculino,4,,Premium,9.0,1,0
1153,61.0,Masculino,18,0.95,Premium,5.0,1,1
1154,53.0,Masculino,19,7.76,Básico,4.0,1,0
1155,61.0,Femenino,36,9.85,Estándar,7.0,1,0
1156,32.0,Masculino,44,1.43,Básico,4.0,1,0
1157,50.0,Femenino,46,0.66,Básico,4.0,0,0
1158,48.0,Masculino,50,6.41,Básico,7.0,1,0
1159,58.0,Femenino,26,12.9,Básico,8.0,1,0
1160,40.0,Femenino,1,0.18,Básico,7.0,1,1
1161,31.0,Masculino,59,0.07,Estándar,8.0,1,0
1162,29.0,Masculino,20,1.01,Premium,8.0,1,0
1163,40.0,Femenino,57,5.77,Estándar,7.0,0,0
1164,,Femenino,11,16.73,Básico,6.0,1,0
1165,43.0,Femenino,59,6.94,Básico,6.0,1,0
1166,23.0,Masculino,25,4.26,Básico,0.0,1,0
1167,56.0,Masculino,57,6.03,Básico,6.0,1,0
1168,24.0,Masculino,19,1.31,Premium,9.0,1,0
1169,,Masculino,32,5.83,Básico,5.0,1,0
1170,36.0,Masculino,1,1.94,Básico,0.0,1,0
1171,62.0,Masculino,1,1.26,Básico,9.0,1,1
1172,19.0,Masculino,3,1.35,Premium,9.0,1,0
1173,54.0,Femenino,58,5.51,Estándar,,1,0
1174,28.0,Femenino,46,,Estándar,8.0,1,1
1175,27.0,Masculino,40,4.36,Estándar,1.0,0,1
1176,60.0,Masculino,32,0.33,Básico,3.0,1,0
1177,49.0,Masculino,47,0.19,Premium,6.0,1,0
1178,22.0,Femenino,36,1.22,Básico,0.0,1,0
1179,42.0,Femenino,43,1.69,Estándar,7.0,1,0
1180,57.0,Masculino,8,2.59,Básico,8.0,1,1
1181,47.0,Femenino,30,0.4,Básico,7.0,1,0
1182,40.0,Masculino,39,6.46,Premium,1.0,0,0
1183,,Femenino,56,6.22,Estándar,7.0,0,1
1184,44.0,Masculino,34,2.13,Básico,7.0,1,0
1185,20.0,Femenino,8,4.14,Estándar,1.0,1,0
1186,41.0,Masculino,25,0.53,Básico,8.0,1,0
1187,46.0,Femenino,26,2.68,Premium,0.0,1,0
1188,,Femenino,27,9.74,Estándar,6.0,1,0
1189,35.0,Masculino,54,5.4,Básico,1.0,1,0
1190,45.0,Masculino,19,0.55,Básico,7.0,1,0
1191,42.0,Masculino,23,9.41,Básico,7.0,1,0
1192,16.0,Femenino,41,5.71,Estándar,,1,1
1193,24.0,Masculino,16,3.02,Básico,7.0,1,1
1194,44.0,Masculino,8,5.89,Básico,4.0,1,1
1195,49.0,Masculino,30,0.95,Premium,8.0,1,0
1196,31.0,Masculino,8,4.0,Básico,0.0,1,0
1197,49.0,Femenino,11,4.81,Básico,4.0,1,0
1198,46.0,Masculino,7,13.14,Básico,8.0,1,0
1199,38.0,Masculino,21,0.35,Básico,5.0,1,0
1200,45.0,Femenino,34,2.35,Estándar,3.0,0,0
1201,45.0,Masculino,21,13.81,Estándar,0.0,1,1
1202,51.0,Masculino,5,1.22,Básico,9.0,1,0
1203,51.0,Masculino,50,8.39,Básico,5.0,1,0
1204,,Masculino,43,0.01,Básico,6.0,1,0
1205,31.0,Masculino,58,0.13,Básico,6.0,0,0
1206,58.0,Masculino,17,1.98,Básico,8.0,1,0
1207,51.0,Masculino,21,7.32,Básico,3.0,1,0
1208,48.0,Femenino,6,0.55,Básico,3.0,0,0
1209,50.0,Femenino,45,2.41,Estándar,4.0,1,0
1210,54.0,Masculino,7,0.7,Básico,8.0,1,0
1211,42.0,Masculino,11,1.27,Estándar,1.0,1,1
1212,35.0,Femenino,18,3.5,Básico,3.0,1,0
1213,47.0,Masculino,38,1.92,Estándar,8.0,1,0
1214,40.0,Femenino,12,1.19,Estándar,5.0,1,0
1215,59.0,Femenino,56,2.5,Estándar,5.0,1,0
1216,58.0,Masculino,22,6.04,Básico,6.0,0,0
1217,51.0,Femenino,3,0.64,Básico,,1,0
1218,25.0,Femenino,19,3.27,Premium,3.0,1,0
1219,27.0,Masculino,43,1.61,Básico,2.0,1,0
1220,,Masculino,23,2.38,Básico,1.0,1,0
1221,42.0,Masculino,34,,Premium,6.0,1,0
1222,51.0,Masculino,3,13.28,Estándar,,1,1
1223,36.0,Masculino,23,1.39,Premium,0.0,1,0
1224,32.0,Masculino,57,4.97,Básico,,1,0
1225,41.0,Masculino,49,5.65,Básico,8.0,1,0
1226,31.0,Masculino,5,9.24,Básico,7.0,1,0
1227,43.0,Masculino,29,11.47,Estándar,6.0,1,0
1228,37.0,Masculino,34,3.16,Básico,4.0,1,0
1229,32.0,Masculino,44,20.25,Básico,0.0,1,1
1230,,Femenino,5,17.67,Estándar,4.0,1,0
1231,51.0,Femenino,29,3.53,Básico,7.0,1,0
1232,22.0,Femenino,45,3.9,Estándar,,1,0
1233,42.0,Masculino,54,5.51,Básico,4.0,1,1
1234,15.0,Masculino,24,2.34,Básico,7.0,1,0
1235,37.0,Femenino,39,5.42,Básico,4.0,0,0
1236,48.0,Femenino,21,3.61,Estándar,3.0,1,0
1237,52.0,Femenino,32,,Básico,3.0,1,0
1238,34.0,Femenino,43,9.58,Premium,5.0,1,0
1239,34.0,Femenino,5,14.1,Estándar,9.0,1,0
1240,37.0,Femenino,18,0.13,Estándar,0.0,1,0
1241,27.0,Masculino,38,7.79,Premium,3.0,1,0
1242,42.0,Femenino,35,2.44,Básico,0.0,1,0
1243,28.0,Femenino,38,,Estándar,5.0,1,0
1244,47.0,Masculino,16,3.47,Básico,7.0,1,0
1245,31.0,Masculino,35,4.01,Premium,3.0,0,0
1246,36.0,Femenino,50,3.42,Estándar,7.0,1,0
1247,46.0,Masculino,24,9.6,Estándar,1.0,0,0
1248,48.0,Femenino,36,5.75,Básico,4.0,1,1
1249,47.0,Femenino,5,2.66,Básico,2.0,1,0
1250,43.0,Masculino,9,49.853536842105264,Básico,6.0,1,1
1251,27.0,Masculino,4,16.77,Estándar,8.0,1,0
1252,40.0,Masculino,33,0.42,Básico,0.0,1,1
1253,38.0,Femenino,27,2.46,Básico,7.0,1,1
1254,35.0,Femenino,22,10.22,Estándar,3.0,1,1
1255,,Masculino,59,6.72,Premium,9.0,1,0
1256,30.0,Femenino,11,13.66,Básico,4.0,1,0
1257,40.0,Femenino,5,0.2,Premium,0.0,1,1
1258,36.0,Masculino,10,9.93,Básico,4.0,1,1
1259,35.0,Masculino,3,7.85,Básico,8.0,1,1
1260,,Femenino,15,8.44,Premium,7.0,1,0
1261,26.0,Femenino,59,,Básico,7.0,0,0
1262,56.0,Masculino,59,0.27,Premium,5.0,1,0
1263,41.0,Masculino,46,3.87,Básico,,1,1
1264,62.0,Masculino,37,2.62,Premium,3.0,1,0
1265,62.0,Masculino,40,3.74,Básico,5.0,1,0
1266,55.0,Masculino,17,6.74,Estándar,2.0,1,0
1267,25.0,Femenino,20,4.53,Premium,1.0,1,0
1268,57.0,Masculino,51,,Básico,8.0,1,0
1269,38.0,Femenino,4,4.58,Básico,4.0,1,0
1270,37.0,Femenino,34,0.43,Básico,1.0,0,0
1271,35.0,Femenino,34,0.03,Premium,4.0,1,1
1272,36.0,Femenino,31,2.57,Básico,5.0,1,1
1273,45.0,Masculino,34,7.08,Estándar,7.0,1,0
1274,68.0,Femenino,3,8.65,Estándar,4.0,1,0
1275,20.0,Femenino,28,3.99,Premium,1.0,1,0
1276,63.0,Masculino,41,10.13,Básico,6.0,1,0
1277,58.0,Femenino,37,0.67,Premium,4.0,0,0
1278,38.0,Masculino,52,,Básico,1.0,1,0
1279,34.0,Masculino,29,12.74,Estándar,5.0,1,1
1280,24.0,Masculino,15,4.57,Básico,6.0,1,0
1281,29.0,Femenino,36,0.3,Básico,7.0,1,0
1282,33.0,Femenino,35,3.03,Premium,2.0,1,0
1283,39.0,Femenino,41,0.99,Básico,3.0,1,0
1284,40.0,Femenino,59,4.95,Básico,5.0,1,0
1285,49.0,Femenino,10,1.05,Estándar,2.0,1,1
1286,48.0,Masculino,17,3.29,Estándar,5.0,1,1
1287,,Masculino,30,1.15,Básico,8.0,1,0
1288,39.0,Femenino,54,1.0,Estándar,4.0,0,0
1289,54.0,Femenino,52,1.42,Estándar,1.0,0,1
1290,50.0,Femenino,8,0.15,Premium,9.0,1,0
1291,45.0,Femenino,23,6.3,Estándar,1.0,1,1
1292,35.0,Masculino,19,1.83,Básico,6.0,1,0
1293,53.0,Femenino,37,5.99,Básico,3.0,1,0
1294,50.0,Femenino,59,5.3,Básico,8.0,1,0
1295,37.0,Femenino,43,0.34,Básico,8.0,1,1
1296,17.0,Femenino,36,1.87,Básico,5.0,1,0
1297,41.0,Femenino,4,4.18,Premium,9.0,0,0
1298,32.0,Masculino,26,12.53,Premium,4.0,1,0
1299,49.0,Masculino,47,2.57,Básico,6.0,1,1
1300,43.0,Masculino,40,3.51,Básico,4.0,1,1
1301,,Femenino,57,6.93,Básico,8.0,1,0
1302,44.0,Femenino,27,8.13,Básico,8.0,1,0
1303,61.0,Masculino,13,12.84,Premium,6.0,1,0
1304,38.0,Masculino,52,3.44,Estándar,3.0,1,0
1305,40.0,Femenino,44,1.08,Premium,0.0,1,0
1306,36.0,Femenino,34,7.23,Estándar,3.0,0,0
1307,41.0,Masculino,33,0.67,Estándar,2.0,1,0
1308,58.0,Masculino,46,2.71,Estándar,0.0,1,0
1309,53.0,Masculino,26,4.95,Básico,9.0,1,0
1310,33.0,Masculino,20,5.89,Básico,3.0,1,0
1311,39.0,Femenino,8,,Premium,6.0,1,1
1312,40.0,Masculino,16,1.08,Básico,1.0,1,0
1313,45.0,Masculino,5,19.99,Básico,6.0,1,0
1314,45.0,Femenino,34,0.98,Estándar,5.0,1,0
1315,39.0,Masculino,47,0.51,Básico,8.0,1,0
1316,25.0,Femenino,27,5.45,Estándar,1.0,1,0
1317,39.0,Masculino,36,12.04,Básico,5.0,1,0
1318,36.0,Masculino,4,4.1,Premium,,0,1
1319,29.0,Femenino,42,4.53,Básico,5.0,0,0
1320,49.0,Masculino,53,3.87,Básico,2.0,1,0
1321,40.0,Femenino,50,0.22,Básico,5.0,1,1
1322,28.0,Femenino,7,5.72,Básico,8.0,1,0
1323,64.0,Masculino,37,2.22,Estándar,2.0,1,1
1324,45.0,Femenino,36,13.72,Premium,1.0,1,0
1325,50.0,Femenino,24,1.03,Estándar,,1,0
1326,53.0,Femenino,15,1.8,Básico,2.0,1,1
1327,35.0,Masculino,50,3.51,Básico,4.0,1,0
1328,47.0,Femenino,49,3.24,Básico,4.0,1,0
1329,17.0,Masculino,6,,Estándar,1.0,1,0
1330,52.0,Femenino,26,1.89,Básico,1.0,1,1
1331,39.0,Femenino,26,0.8,Estándar,5.0,0,0
1332,46.0,Femenino,56,8.6,Básico,1.0,1,0
1333,39.0,Femenino,55,2.98,Básico,5.0,1,0
1334,62.0,Femenino,25,,Premium,6.0,1,0
1335,55.0,Femenino,33,3.95,Premium,3.0,1,0
1336,9.0,Masculino,3,4.28,Básico,9.0,0,0
1337,47.0,Masculino,9,6.1,Básico,3.0,0,1
1338,37.0,Masculino,37,4.96,Estándar,2.0,1,0
1339,47.0,Femenino,38,1.6,Estándar,0.0,1,0
1340,47.0,Masculino,30,,Premium,3.0,1,1
1341,31.0,Femenino,27,1.4,Básico,2.0,1,0
1342,39.0,Masculino,13,4.44,Básico,7.0,1,0
1343,28.0,Femenino,23,2.83,Básico,4.0,1,0
1344,58.0,Masculino,3,0.2,Estándar,6.0,1,0
1345,44.0,Masculino,23,6.62,Estándar,2.0,1,0
1346,45.0,Masculino,35,1.61,Estándar,2.0,0,0
1347,44.0,Masculino,54,12.64,Premium,5.0,1,0
1348,27.0,Femenino,24,1.65,Básico,9.0,1,0
1349,48.0,Femenino,55,28.45,Estándar,,0,1
1350,61.0,Femenino,37,3.11,Premium,7.0,1,1
1351,21.0,Masculino,12,0.13,Premium,2.0,1,0
1352,41.0,Femenino,54,0.4,Básico,4.0,1,1
1353,49.0,Femenino,20,0.43,Estándar,0.0,1,1
1354,31.0,Masculino,18,0.29,Estándar,0.0,1,0
1355,49.0,Masculino,7,1.56,Estándar,7.0,1,0
1356,41.0,Masculino,52,1.96,Básico,6.0,1,0
1357,,Masculino,54,0.59,Estándar,0.0,1,1
1358,10.0,Femenino,26,2.88,Estándar,5.0,1,0
1359,39.0,Masculino,12,2.27,Básico,1.0,1,0
1360,39.0,Femenino,34,5.06,Básico,0.0,1,0
1361,56.0,Masculino,48,1.09,Básico,9.0,0,0
1362,44.0,Masculino,32,12.27,Estándar,4.0,1,1
1363,34.0,Masculino,30,3.63,Estándar,4.0,1,0
1364,21.0,Masculino,2,4.89,Básico,1.0,1,0
1365,50.0,Femenino,54,49.853536842105264,Estándar,4.0,1,0
1366,41.0,Masculino,8,4.09,Básico,6.0,1,0
1367,35.0,Masculino,33,2.3,Básico,3.0,1,0
1368,34.0,Femenino,46,12.9,Básico,1.0,1,0
1369,55.0,Masculino,42,10.84,Básico,4.0,1,0
1370,57.0,Femenino,55,5.08,Estándar,5.0,1,1
1371,32.0,Femenino,54,,Premium,7.0,1,0
1372,12.0,Femenino,30,5.17,Básico,8.0,1,1
1373,37.0,Masculino,53,0.09,Premium,9.0,1,0
1374,43.0,Femenino,45,6.07,Estándar,7.0,1,0
1375,41.0,Masculino,42,0.97,Básico,6.0,1,0
1376,21.0,Femenino,45,5.74,Básico,8.0,1,0
1377,58.0,Femenino,28,0.05,Estándar,8.0,1,1
1378,18.0,Masculino,13,1.86,Estándar,5.0,1,0
1379,31.0,Femenino,24,3.64,Básico,2.0,0,1
1380,28.0,Masculino,33,2.03,Básico,7.0,1,1
1381,27.0,Femenino,5,5.92,Premium,2.0,1,0
1382,14.0,Masculino,48,3.7,Básico,0.0,1,0
1383,41.0,Masculino,6,16.05,Premium,3.0,1,0
1384,57.0,Femenino,4,2.21,Básico,8.0,0,0
1385,38.0,Femenino,42,6.4,Básico,7.0,1,0
1386,28.0,Masculino,43,9.03,Básico,5.0,1,0
1387,57.0,Femenino,58,1.46,Básico,2.0,0,1
1388,50.0,Masculino,34,7.01,Básico,2.0,1,0
1389,30.0,Femenino,29,2.5,Básico,6.0,1,0
1390,44.0,Masculino,56,,Estándar,4.0,1,0
1391,53.0,Masculino,21,0.02,Básico,2.0,1,0
1392,29.0,Femenino,26,6.81,Estándar,0.0,1,0
1393,41.0,Masculino,32,1.03,Premium,8.0,1,0
1394,35.0,Masculino,22,0.26,Premium,4.0,0,0
1395,26.0,Femenino,41,3.44,Básico,6.0,1,0
1396,,Femenino,14,2.13,Estándar,9.0,1,0
1397,45.0,Masculino,34,5.89,Estándar,,1,1
1398,41.0,Femenino,37,49.853536842105264,Básico,3.0,1,0
1399,30.0,Masculino,44,,Básico,4.0,1,1
1400,65.0,Masculino,1,2.59,Básico,2.0,1,1
1401,34.0,Femenino,32,3.67,Estándar,6.0,1,0
1402,47.0,Femenino,32,8.69,Premium,0.0,1,0
1403,50.0,Femenino,51,4.4,Premium,7.0,1,0
1404,10.0,Masculino,54,11.64,Estándar,2.0,1,0
1405,50.0,Femenino,24,1.23,Básico,3.0,1,0
1406,40.0,Masculino,44,4.53,Premium,9.0,1,0
1407,37.0,Femenino,21,5.32,Estándar,3.0,1,0
1408,39.0,Masculino,12,6.47,Básico,6.0,1,0
1409,47.0,Masculino,20,22.39,Premium,6.0,1,0
1410,,Femenino,37,3.16,Básico,3.0,1,0
1411,40.0,Masculino,20,2.3,Básico,,1,1
1412,45.0,Masculino,2,9.56,Estándar,7.0,1,0
1413,66.0,Masculino,14,0.97,Premium,,1,0
1414,,Femenino,17,,Básico,3.0,0,0
1415,45.0,Masculino,24,2.93,Estándar,0.0,1,0
1416,34.0,Femenino,30,1.42,Básico,6.0,1,1
1417,46.0,Masculino,15,2.53,Estándar,1.0,1,0
1418,50.0,Masculino,49,21.37,Básico,2.0,1,0
1419,31.0,Femenino,34,2.14,Premium,7.0,0,0
1420,63.0,Masculino,53,6.15,Premium,1.0,0,1
1421,56.0,Masculino,8,1.44,Básico,1.0,1,0
1422,49.0,Masculino,42,1.81,Premium,3.0,1,1
1423,36.0,Femenino,3,1.39,Premium,5.0,1,0
1424,33.0,Femenino,11,4.25,Básico,9.0,1,1
1425,45.0,Femenino,27,1.28,Premium,1.0,1,0
1426,35.0,Masculino,9,6.34,Premium,8.0,1,0
1427,34.0,Femenino,15,5.7,Básico,1.0,1,0
1428,63.0,Masculino,32,2.73,Básico,8.0,1,0
1429,47.0,Masculino,54,0.13,Básico,6.0,0,0
1430,50.0,Masculino,11,0.11,Básico,,1,0
1431,63.0,Femenino,3,3.81,Básico,8.0,1,0
1432,41.0,Femenino,26,9.14,Básico,8.0,1,0
1433,32.0,Femenino,7,4.57,Premium,5.0,0,1
1434,27.0,Masculino,28,2.86,Estándar,1.0,1,0
1435,56.0,Femenino,55,10.69,Premium,6.0,1,1
1436,36.0,Femenino,39,1.1,Premium,,0,0
1437,5.0,Masculino,4,2.23,Básico,3.0,1,1
1438,8.0,Femenino,30,4.17,Estándar,6.0,1,1
1439,22.0,Femenino,38,1.72,Básico,4.0,1,0
1440,35.0,Femenino,51,30.4,Estándar,0.0,0,0
1441,37.0,Femenino,14,3.01,Básico,2.0,1,0
1442,46.0,Femenino,36,0.27,Básico,6.0,0,1
1443,26.0,Femenino,31,0.97,Básico,8.0,1,0
1444,43.0,Masculino,51,3.8,Estándar,8.0,1,1
1445,51.0,Masculino,19,3.99,Premium,6.0,1,0
1446,38.0,Masculino,49,20.72,Básico,4.0,0,0
1447,34.0,Femenino,53,4.58,Estándar,3.0,1,1
1448,30.0,Femenino,51,5.49,Estándar,8.0,1,1
1449,54.0,Masculino,12,1.2,Básico,5.0,1,0
1450,24.0,Masculino,49,0.57,Premium,9.0,1,0
1451,59.0,Femenino,15,4.61,Básico,1.0,1,0
1452,40.0,Femenino,9,10.01,Básico,2.0,1,1
1453,28.0,Femenino,27,4.43,Básico,6.0,1,0
1454,50.0,Femenino,20,2.92,Estándar,3.0,1,0
1455,46.0,Femenino,28,4.32,Básico,6.0,1,0
1456,45.0,Femenino,25,3.16,Básico,4.0,1,0
1457,48.0,Masculino,16,0.77,Premium,0.0,1,0
1458,42.0,Masculino,18,6.76,Básico,9.0,1,1
1459,46.0,Femenino,50,3.81,Básico,2.0,1,1
1460,56.0,Masculino,36,2.55,Premium,8.0,1,0
1461,42.0,Masculino,4,4.1,Estándar,3.0,1,0
1462,50.0,Femenino,21,1.38,Básico,4.0,0,0
1463,14.0,Masculino,27,2.79,Básico,1.0,1,1
1464,,Femenino,1,4.87,Estándar,9.0,1,1
1465,70.0,Femenino,5,1.28,Estándar,7.0,0,0
1466,19.0,Masculino,44,6.91,Premium,0.0,1,0
1467,64.0,Masculino,46,3.68,Estándar,3.0,0,0
1468,49.0,Masculino,10,9.89,Estándar,,1,0
1469,20.0,Femenino,50,9.39,Básico,7.0,1,1
1470,40.0,Femenino,21,3.41,Básico,3.0,1,0
1471,45.0,Femenino,10,1.09,Estándar,1.0,1,0
1472,51.0,Femenino,26,6.67,Básico,3.0,1,0
1473,35.0,Masculino,16,2.71,Premium,0.0,1,0
1474,48.0,Masculino,38,4.51,Estándar,7.0,1,1
1475,57.0,Masculino,3,0.57,Básico,8.0,1,0
1476,51.0,Femenino,20,4.99,Estándar,2.0,1,0
1477,54.0,Femenino,47,2.34,Estándar,7.0,1,1
1478,35.0,Masculino,5,2.03,Estándar,8.0,1,1
1479,48.0,Femenino,6,19.54,Estándar,7.0,1,1
1480,68.0,Femenino,25,2.83,Estándar,1.0,1,0
1481,27.0,Masculino,25,5.67,Premium,1.0,1,0
1482,45.0,Masculino,54,4.94,Premium,9.0,0,0
1483,27.0,Femenino,12,0.55,Básico,3.0,1,1
1484,55.0,Femenino,1,6.89,Premium,0.0,1,0
1485,16.0,Masculino,54,1.95,Premium,2.0,1,1
1486,33.0,Femenino,42,8.02,Estándar,3.0,1,1
1487,68.0,Masculino,3,4.68,Estándar,1.0,0,0
1488,,Masculino,21,1.91,Estándar,6.0,0,0
1489,39.0,Masculino,5,2.2,Básico,9.0,1,1
1490,55.0,Femenino,58,6.57,Básico,2.0,1,0
1491,38.0,Masculino,15,3.99,Premium,6.0,1,1
1492,16.0,Masculino,4,5.52,Estándar,6.0,1,0
1493,27.0,Masculino,19,49.853536842105264,Básico,8.0,1,0
1494,56.0,Masculino,17,7.73,Básico,3.0,1,0
1495,58.0,Femenino,55,1.93,Básico,3.0,1,0
1496,16.0,Masculino,8,4.84,Premium,0.0,1,0
1497,29.0,Masculino,37,0.61,Estándar,5.0,1,0
1498,32.0,Masculino,24,1.94,Estándar,5.0,1,0
1499,35.0,Femenino,4,5.23,Básico,6.0,1,1
1500,29.0,Femenino,24,1.6,Estándar,8.0,1,1
1501,41.0,Masculino,19,10.61,Premium,9.0,1,0
1502,33.0,Masculino,24,5.41,Estándar,9.0,1,0
1503,35.0,Masculino,54,10.21,Básico,9.0,1,0
1504,26.0,Masculino,41,2.52,Premium,8.0,1,0
1505,49.0,Femenino,45,,Básico,4.0,1,0
1506,23.0,Masculino,21,4.29,Básico,1.0,1,0
1507,45.0,Femenino,17,2.07,Básico,0.0,1,0
1508,52.0,Masculino,8,2.97,Básico,1.0,1,0
1509,64.0,Femenino,31,5.71,Básico,1.0,1,1
1510,46.0,Femenino,59,6.03,Estándar,0.0,0,0
1511,43.0,Femenino,19,0.14,Básico,7.0,1,1
1512,20.0,Femenino,11,7.33,Premium,2.0,1,1
1513,58.0,Femenino,53,3.4,Básico,9.0,1,0
1514,42.0,Femenino,46,4.07,Premium,9.0,1,0
1515,44.0,Masculino,50,1.77,Básico,7.0,1,0
1516,45.0,Femenino,23,2.73,Estándar,5.0,1,0
1517,,Femenino,37,6.2,Básico,0.0,1,1
1518,40.0,Masculino,28,7.5,Estándar,6.0,1,0
1519,36.0,Femenino,23,2.45,Premium,2.0,1,0
1520,49.0,Masculino,12,5.87,Estándar,8.0,1,0
1521,22.0,Femenino,16,1.49,Básico,8.0,1,1
1522,22.0,Femenino,16,8.92,Básico,,1,0
1523,30.0,Femenino,14,4.71,Básico,1.0,1,0
1524,55.0,Masculino,7,7.46,Básico,9.0,1,0
1525,45.0,Femenino,21,3.24,Premium,8.0,1,0
1526,32.0,Femenino,21,,Básico,4.0,1,0
1527,30.0,Masculino,41,2.8,Básico,7.0,1,0
1528,39.0,Femenino,35,2.4,Básico,8.0,0,0
1529,45.0,Femenino,46,2.02,Básico,0.0,1,0
1530,56.0,Femenino,24,1.19,Premium,2.0,1,0
1531,65.0,Masculino,1,7.12,Básico,6.0,1,0
1532,38.0,Femenino,14,,Básico,1.0,1,0
1533,66.0,Femenino,20,10.93,Estándar,3.0,1,1
1534,41.0,Femenino,28,0.96,Básico,3.0,1,0
1535,44.0,Femenino,18,19.53,Básico,6.0,1,0
1536,52.0,Masculino,3,22.31,Estándar,1.0,1,0
1537,53.0,Femenino,27,2.54,Premium,7.0,1,0
1538,59.0,Femenino,6,22.04,Estándar,7.0,1,0
1539,25.0,Masculino,4,10.17,Premium,5.0,1,0
1540,41.0,Femenino,1,0.43,Estándar,3.0,1,0
1541,55.0,Masculino,21,14.72,Básico,1.0,0,0
1542,27.0,Masculino,35,0.22,Básico,2.0,1,0
1543,18.0,Masculino,28,1.0,Premium,2.0,1,0
1544,22.0,Masculino,18,4.39,Básico,2.0,1,0
1545,39.0,Femenino,52,0.42,Básico,3.0,1,0
1546,64.0,Femenino,52,0.88,Premium,6.0,1,1
1547,22.0,Femenino,35,15.34,Básico,8.0,1,0
1548,26.0,Femenino,53,26.19,Estándar,9.0,1,1
1549,34.0,Masculino,21,8.0,Estándar,3.0,1,0
1550,28.0,Femenino,16,3.62,Estándar,6.0,1,0
1551,,Masculino,56,11.53,Básico,9.0,0,0
1552,16.0,Femenino,26,0.59,Estándar,5.0,1,1
1553,34.0,Femenino,39,14.31,Básico,9.0,1,0
1554,64.0,Masculino,59,2.17,Estándar,8.0,1,0
1555,47.0,Femenino,9,9.88,Estándar,7.0,0,0
1556,54.0,Femenino,23,5.52,Premium,1.0,1,1
1557,33.0,Masculino,2,16.13,Básico,2.0,0,1
1558,30.0,Femenino,3,10.0,Premium,5.0,0,0
1559,,Femenino,54,10.94,Estándar,4.0,0,0
1560,41.0,Femenino,33,5.0,Estándar,1.0,1,0
1561,39.0,Masculino,24,8.95,Básico,1.0,1,0
1562,60.0,Femenino,23,7.08,Básico,4.0,1,0
1563,30.0,Masculino,6,0.88,Estándar,4.0,1,0
1564,29.0,Masculino,21,5.23,Premium,0.0,1,0
1565,50.0,Femenino,47,0.8,Básico,9.0,1,1
1566,49.0,Femenino,58,10.18,Premium,2.0,1,0
1567,27.0,Masculino,5,0.34,Estándar,8.0,1,0
1568,41.0,Femenino,13,21.73,Premium,9.0,1,0
1569,18.0,Femenino,40,2.56,Básico,2.0,1,0
1570,44.0,Masculino,56,0.94,Estándar,5.0,1,0
1571,34.0,Femenino,13,13.72,Premium,5.0,1,0
1572,37.0,Femenino,19,0.23,Premium,1.0,1,0
1573,26.0,Masculino,9,3.18,Estándar,6.0,1,0
1574,54.0,Masculino,3,7.35,Básico,8.0,1,0
1575,43.0,Femenino,31,,Estándar,8.0,1,0
1576,52.0,Femenino,58,3.76,Básico,7.0,0,1
1577,39.0,Masculino,46,6.03,Básico,4.0,1,0
1578,54.0,Femenino,56,15.18,Básico,7.0,1,0
